title, author, publisher, date_published, ratings, pages, isbn, language, genres
The Book of Mirdad: The Strange Story of a Monastery which was Once Called The Ark,Mikhail Naimy,Watkins Media Limited,Jan 1| 2012,5.0,192,9781780283081,English,Fiction / Christian / Classic & Allegory
Every Storm,Lori Wick,Harvest House Publishers,Jul 15| 2004,4.3,368,9780736931434,English,Fiction / Christian / Romance
Waiting for Summer's Return,Kim Vogel Sawyer,Bethany House,Jun 1| 2006,4.5,352,9781585586530,English,Fiction / Christian / General
I Promise (Christy and Todd: College Years Book #3),Robin Jones Gunn,Baker Books,Jun 1| 2001,4.9,288,9781441233127,English,Fiction / Christian / General
Gilead: Winner of the Pulitzer Prize for Fiction,Marilynne Robinson,Hachette UK,May 7| 2009,4.6,288,9780748113507,English,Fiction / Classics
The Power and the Glory,Graham Greene,Random House,Oct 2| 2010,4.2,240,9781409017431,English,Fiction / Christian / Classic & Allegory
Keeping Faith,Jodi Picoult,Harper Collins,Oct 6| 2009,4.3,512,9780061981722,English,Fiction / Family Life / General
Vanara: The Legend of Baali| Sugreeva and Tara,Anand Neelakantan,Penguin Random House India Private Limited,Nov 15| 2018,4.5,304,9789353053666,English,Fiction / Fairy Tales| Folk Tales| Legends & Mythology
Health Psychology: Theory| Research and Practice| Edition 5,David F. Marks,SAGE,Feb 16| 2018,4.3,832,9781526412041,English,Health & Fitness / Healthy Living
Evolutionary Psychology: An Introduction| Edition 3,Lance Workman,Cambridge University Press,Jan 9| 2014,0.0,565,9781107783102,English,Psychology / Applied Psychology
Research Methods for Clinical and Health Psychology,David F Marks,SAGE,Nov 12| 2003,0.0,248,9781847871435,English,Medical / General
Positive Psychology: The Science of Well-Being,John Zelenski,SAGE,Nov 27| 2019,0.0,392,9781526485311,English,Medical / General
Complex/Archetype/Symbol In The Psychology Of C G Jung,Jacobi| Jolande,Routledge,Dec 16| 2013,3.0,248,9781136300684,English,Medical / Health Care Delivery
Principles Of Gestalt Psychology,Koffka| K,Routledge,Oct 8| 2013,0.0,732,9781136306884,English,Medical / Health Care Delivery
The Psychology of Influence: Theory| research and practice,Joop van der Pligt,Routledge,Oct 4| 2016,3.5,250,9781317212331,English,Business & Economics / Consumer Behavior
The Psychology of Thinking: Reasoning| Decision-Making and Problem-Solving,John Paul Minda,SAGE,Sep 11| 2015,0.0,272,9781473933941,English,Business & Economics / Sales & Selling / General
Critical Educational Psychology,Stephen Vassallo,JHU Press,Mar 15| 2017,0.0,248,9781421422640,English,Education / Educational Psychology
Practicing Positive Psychology Coaching: Assessment| Activities and Strategies for Success,Robert Biswas-Diener,John Wiley & Sons,Aug 5| 2010,3.0,192,9780470881934,English,Business & Economics / General
Doing Qualitative Research in Psychology: A Practical Guide,Michael A Forrester,SAGE,Mar 15| 2010,4.5,280,9781446242322,English,Psychology / Research & Methodology
The Psychology of Terrorism: Edition 2,John G. Horgan,Routledge,Jun 16| 2014,4.7,184,9781134701568,English,Political Science / Political Freedom
Statistics for Research in Psychology: A Modern Approach Using Estimation,Rick Gurnsey,SAGE Publications,Aug 11| 2017,0.0,720,9781506305202,English,Psychology / Research & Methodology
Analysing Qualitative Data in Psychology: Edition 2,Evanthia Lyons,SAGE,Mar 17| 2016,0.0,416,9781473933934,English,Psychology / General
Trading Psychology 2.0: From Best Practices to Best Processes,Brett N. Steenbarger,John Wiley & Sons,Aug 26| 2015,5.0,448,9781118936832,English,Business & Economics / Finance / General
Theories in Educational Psychology: Concise Guide to Meaning and Practice,Alyssa R. Gonzalez-DeHass,R&L Education,Dec 14| 2012,0.0,360,9781475802320,English,Education / Educational Psychology
The Psychology of Trading,Brett N. Steenbarger,John Wiley & Sons,Jan 30| 2004,4.0,352,9780471420231,English,Business & Economics / Finance / General
Doing Qualitative Research in Psychology: A Practical Guide| Edition 2,Cath Sullivan,SAGE,Dec 13| 2018,0.0,376,9781526453358,English,Psychology / Research & Methodology
Research Methods in Psychology: Edition 4,Glynis M Breakwell,SAGE,Mar 31| 2012,0.0,616,9781446260272,English,Psychology / General
Engineering Psychology and Human Performance: Edition 4,Christopher D. Wickens,Psychology Press,Aug 20| 2015,3.3,544,9781317351313,English,Psychology / Applied Psychology
The Psychology of Investing: Edition 6,John R. Nofsinger,Routledge,Jul 28| 2017,4.3,212,9781351863308,English,Business & Economics / Finance / General
Exercise Psychology: Physical Activity and Sedentary Behavior: Physical Activity and Sedentary Behavior,Heather Hausenblas,Jones & Bartlett Publishers,Feb 10| 2016,0.0,454,9781284115420,English,Health & Fitness / Exercise
Health Psychology,Hymie Anisman,SAGE,Mar 17| 2016,0.0,536,9781473952447,English,Medical / General
The Psychology of Peace: An Introduction,Rachel MacNair,ABC-CLIO,2012,0.0,268,9780313397233,English,Political Science / Peace
Culture and Psychology: Edition 6,David Matsumoto,Cengage Learning,Feb 12| 2016,0.0,544,9781305888098,English,Education / Teaching Methods & Materials / General
The psychology of music in multimedia,Siu-Lan Tan,OUP Oxford,Jun 27| 2013,3.5,456,9780191503269,English,Computers / Digital Media / Audio
Ethics in Psychology and the Mental Health Professions: Standards and Cases| Edition 3,Gerald P. Koocher,Oxford University Press,Jan 16| 2008,1.0,672,9780199722372,English,Medical / Ethics
The School Psychology Licensure Exam Guide| Second Edition: Edition 2,Peter D. Thompson| PhD,Springer Publishing Company,May 6| 2013,5.0,192,9780826109903,English,Education / Special Education / General
Oxford Handbook of Music Psychology,Susan Hallam,OUP Oxford,May 26| 2011,4.2,600,9780191620744,English,Education / Educational Psychology
Introducing Narrative Psychology,Crossley,McGraw-Hill Education (UK),Feb 1| 2000,0.0,210,9780335231287,English,Education / Professional Development
The School Psychologist's Guide for the Praxis Exam| Third Edition: Edition 3,Peter D. Thompson| PhD,Springer Publishing Company,Feb 1| 2017,0.0,266,9780826135131,English,Education / Educational Psychology
Mindfulness| Acceptance| and Positive Psychology: The Seven Foundations of Well-Being,Todd B. Kashdan,New Harbinger  Publications,Apr 1| 2013,2.0,352,9781608823390,English,Medical / Mental Health
The Psychology of Pandemics: Preparing for the Next Global Outbreak of Infectious Disease,Steven Taylor,Cambridge Scholars Publishing,Oct 7| 2019,2.9,178,9781527541184,English,Medical / Public Health
Anomalistic Psychology: Exploring Paranormal Belief and Experience,Christopher C. French,Macmillan International Higher Education,Nov 1| 2013,0.0,346,9781137368065,English,Body| Mind & Spirit / Parapsychology / General
The Oxford Handbook of Political Psychology: Second Edition| Edition 2,Leonie Huddy,Oxford University Press,Aug 1| 2013,3.0,1008,9780199328819,English,Political Science / History & Theory
A New Psychology for Sustainability Leadership: The Hidden Power of Ecological Worldviews,Steve Schein,Routledge,Sep 8| 2017,0.0,234,9781351286022,English,Business & Economics / Business Ethics
The New Trading for a Living: Psychology| Discipline| Trading Tools and Systems| Risk Control| Trade Management,Alexander Elder,John Wiley & Sons,Sep 29| 2014,4.7,304,9781118963678,English,Business & Economics / Finance / General
Flow and the Foundations of Positive Psychology: The Collected Works of Mihaly Csikszentmihalyi,Mihaly Csikszentmihalyi,Springer,Aug 8| 2014,4.0,298,9789401790888,English,Education / Educational Psychology
Psychology for Health Professionals,Patricia Barkway,Elsevier Health Sciences,Sep 28| 2009,0.0,320,9780729577977,English,Medical / General
Psychology and Crime,Craig Webber,SAGE,Nov 17| 2009,0.0,224,9781446244517,English,Law / Criminal Law / General
Criminological and Forensic Psychology,Helen Gavin,SAGE,Nov 5| 2013,0.0,424,9781446293539,English,Law / Forensic Science
An Introduction to the History of Psychology: Edition 7,B. R. Hergenhahn,Cengage Learning,Mar 1| 2013,0.0,720,9781285692289,English,Education / Teaching Methods & Materials / General
Visualizing Psychology| 3rd Edition,Siri Carpenter,Wiley Global Education,Dec 13| 2012,4.7,560,9781118473108,English,Science / Earth Sciences / Geography
Occupational Health Psychology,Irvin Sam Schonfeld| PhD| MPH,Springer Publishing Company,Jan 5| 2017,3.0,376,9780826199683,English,Health & Fitness / Work-Related Health
The Psychology of Learning Mathematics: Expanded American Edition,Richard R. Skemp,Routledge,Aug 6| 2012,4.6,232,9781136606250,English,Education / General
Handbook of Educational Psychology: Edition 3,Lyn Corno,Routledge,Jul 6| 2015,0.0,482,9781317420552,English,Education / Educational Psychology
PSYCH 5| Introductory Psychology| 5th Edition: Edition 5,Spencer A. Rathus,Cengage Learning,Dec 5| 2016,5.0,448,9781305888296,English,Education / Teaching Methods & Materials / General
Positive Psychology at Work: How Positive Leadership and Appreciative Inquiry Create Inspiring Organizations,Sarah Lewis,John Wiley & Sons,Mar 16| 2011,0.0,272,9781119996217,English,Business & Economics / Leadership
History and Systems of Psychology: Edition 7,James F. Brennan,Cambridge University Press,Oct 26| 2017,0.0,469,9781316834206,English,Education / Teaching Methods & Materials / General
Performance Psychology E-Book: A Practitioner's Guide,David John Collins,Elsevier Health Sciences,Jan 25| 2011,0.0,432,9780702048753,English,Medical / Allied Health Services / Physical Therapy
Reading Price Charts Bar by Bar,Al Brooks,John Wiley & Sons,Mar 23| 2009,4.3,432,9780470464274,English,Business & Economics / General
Services Marketing,Christopher Lovelock,Pearson Australia,May 20| 2015,4.1,529,9781486004768,English,Business & Economics / Marketing / General
Pride & Ownership: A Firefighter's Love of the Job,Rick Lasky,PennWell Books,2006,4.5,302,9781593700782,English,Business & Economics / Leadership
Social Media Marketing: Edition 3,Tracy L. Tuten,SAGE,Nov 20| 2017,4.7,448,9781526424549,English,Business & Economics / E-Commerce / Internet Marketing
Forex Patterns and Probabilities,Ed Ponsi,John Wiley & Sons,Dec 29| 2010,4.7,272,9781118044926,English,Business & Economics / Foreign Exchange
Digital Marketing: Strategic Planning & Integration,Annmarie Hanlon,SAGE,Dec 29| 2018,5.0,416,9781526454881,English,Business & Economics / E-Commerce / Internet Marketing
Qualitative Research from Start to Finish| Second Edition: Edition 2,Robert K. Yin,Guilford Publications,Aug 5| 2015,4.5,386,9781462521364,English,Business & Economics / Marketing / Research
Technical Analysis Explained| Fifth Edition: The Successful Investor's Guide to Spotting Investment Trends and Turning Points: Edition 5,Martin J. Pring,McGraw Hill Professional,Jan 13| 2014,4.0,832,9780071826556,English,Business & Economics / General
Netnography: Redefined| Edition 2,Robert V Kozinets,SAGE,Jun 18| 2015,4.0,320,9781473927025,English,Business & Economics / Marketing / Research
Essentials of Entrepreneurship Second Edition: Changing the World| One Idea at a Time,Robert A. Baron,Edward Elgar Publishing,Apr 27| 2018,0.0,384,9781788115896,English,Business & Economics / Entrepreneurship
Principles of Integrated Marketing Communications,Lawrence Ang,Cambridge University Press,Jan 16| 2014,0.0,400,9781107664081,English,Business & Economics / General
The New Wealth Management,Harold Evensky,John Wiley & Sons,Mar 29| 2011,4.0,480,9781118036914,English,Business & Economics / Finance / Wealth Management
Decision Modelling for Health Economic Evaluation,Andrew Briggs,OUP Oxford,Aug 18| 2006,3.7,256,9780191592973,English,Business & Economics / Economics / General
Digital Marketing: Integrating Strategy and Tactics with Values| A Guidebook for Executives| Managers| and Students,Ira Kaufman,Routledge,Oct 17| 2014,3.8,354,9781317999744,English,Business & Economics / General
Contemporary Business| 17th Edition: Edition 17,Louis E. Boone,Wiley Global Education,Nov 16| 2016,0.0,624,9781119335030,English,Business & Economics / General
Welding: Edition 7,Larry Jeffus,Cengage Learning,May 12| 2011,4.9,972,9781133714422,English,Business & Economics / Careers / General
Principles of Marketing for a Digital Age,Tracy L. Tuten,SAGE,Dec 6| 2019,5.0,496,9781526485359,English,Business & Economics / Marketing / General
Information Technology Project Management| 5th Edition: Edition 5,Jack T. Marchewka,Wiley Global Education,Feb 13| 2015,3.7,360,9781118898208,English,Business & Economics / General
Standard & Poor's Fundamentals of Corporate Credit Analysis,Blaise Ganguin,McGraw Hill Professional,Dec 22| 2004,4.0,428,9780071454582,English,Business & Economics / Industries / Financial Services
A Guide to the Project Management Body of Knowledge (PMBOKÃÂÃÂ® Guide)ÃÂÃÂSixth Edition,,Project Management Institute,Sep 6| 2017,3.8,760,9781628253900,English,Business & Economics / Project Management
The Book of Yields: Accuracy in Food Costing and Purchasing| 8th Edition: Accuracy in Food Costing and Purchasing,Francis T. Lynch,Wiley Global Education,Dec 6| 2010,3.9,297,9781118137710,English,Business & Economics / Industries / Hospitality| Travel & Tourism
Strategy and Human Resource Management: Edition 4,Peter Boxall,Macmillan International Higher Education,Nov 6| 2015,4.0,368,9781137407658,English,Business & Economics / Decision-Making & Problem Solving
The Psychology of Thinking: Reasoning| Decision-Making and Problem-Solving,John Paul Minda,SAGE,Sep 11| 2015,0.0,272,9781473933941,English,Business & Economics / Sales & Selling / General
Marketing Strategy: Based on First Principles and Data Analytics,Robert W. Palmatier,Macmillan International Higher Education,Feb 23| 2017,5.0,384,9781137526243,English,Business & Economics / General
Contemporary Business| 16th Edition: Edition 16,Louis E. Boone,Wiley Global Education,Oct 6| 2014,2.3,672,9781119028208,English,Business & Economics / General
Evaluating Training Programs: The Four Levels| Edition 3,Donald Kirkpatrick,Berrett-Koehler Publishers,Jan 1| 2006,0.0,379,9781576757963,English,Business & Economics / Training
Trading Price Action Trends,Al Brooks,John Wiley & Sons,Nov 9| 2011,4.5,480,9781118166253,English,Business & Economics / E-Commerce / Online Trading
Managing Employee Performance and Reward: Concepts| Practices| Strategies| Edition 2,John Shields,Cambridge University Press,Oct 1| 2015,0.0,453,9781316441152,English,Business & Economics / General
Trading Price Action Reversals,Al Brooks,John Wiley & Sons,Dec 27| 2011,4.1,576,9781118172308,English,Business & Economics / General
Trading Price Action Trading Ranges,Al Brooks,John Wiley & Sons,Nov 29| 2011,4.8,624,9781118172339,English,Business & Economics / General
Tourism Management: An Introduction| Edition 2,Clare Inkson,SAGE,Mar 12| 2018,3.0,464,9781526450647,English,Business & Economics / General
Entrepreneurship| 4th Edition: Edition 4,Zacharakis,Wiley Global Education,Nov 18| 2016,2.0,622,9781119298816,English,Business & Economics / Entrepreneurship
Incerto 4-Book Bundle,Nassim Nicholas Taleb,Random House,Jan 26| 2016,5.0,1568,9780812997699,English,Business & Economics / Finance / Financial Risk Management
The Bass Handbook of Leadership: Theory| Research| and Managerial Applications,Bernard M. Bass,Simon and Schuster,Dec 1| 2009,4.0,1296,9781416545781,English,Business & Economics / General
Managing Change| Creativity and Innovation,Patrick Dawson,SAGE,Mar 20| 2017,4.3,664,9781526412799,English,Business & Economics / General
Events Management: Edition 3,Glenn Bowdin,Routledge,May 23| 2012,5.0,740,9781136445118,English,Business & Economics / Industries / Hospitality| Travel & Tourism
Building Winning Algorithmic Trading Systems: A Trader's Journey From Data Mining to Monte Carlo Simulation to Live Trading,Kevin J. Davey,John Wiley & Sons,Jun 11| 2014,4.5,288,9781118778883,English,Business & Economics / Finance / General
The Gamification of Learning and Instruction: Game-based Methods and Strategies for Training and Education,Karl M. Kapp,John Wiley & Sons,Apr 13| 2012,1.0,336,9781118191989,English,Business & Economics / General
Financial Risk Manager Handbook: FRM Part I / Part II| Edition 6,Philippe Jorion,John Wiley & Sons,Dec 28| 2010,4.5,816,9781118017913,English,Business & Economics / Finance / General
Sales Management: Strategy| Process and Practice| Edition 4,Javier Marcos Cuevas,Macmillan International Higher Education,Dec 21| 2015,0.0,328,9781137355126,English,Business & Economics / General
Corporate and Project Finance Modeling: Theory and Practice,Edward Bodmer,John Wiley & Sons,Oct 10| 2014,4.5,624,9781118854457,English,Business & Economics / Finance / General
Healthcare Analytics for Quality and Performance Improvement,Trevor L. Strome,John Wiley & Sons,Oct 2| 2013,0.0,240,9781118760154,English,Business & Economics / Management
Consumer Behaviour,Michael Solomon,Pearson Higher Education AU,Oct 24| 2012,3.0,553,9781442564992,English,Business & Economics / Consumer Behavior
Handbook of Liquefied Natural Gas,Saeid Mokhatab,Gulf Professional Publishing,Oct 15| 2013,4.8,624,9780124046450,English,Business & Economics / Industries / Natural Resource Extraction
